Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat-e parrainé-e;Date de publication
M;VAN DER STICHELE;Max;Maire;Ver-lès-Chartres;Eure-et-Loir;GORGES Jean-Pierre;18/03/2017
M;ANTHOINE;Eric;Maire;La Rivière-Enverse;Haute-Savoie;GUAINO Henri;18/03/2017
M;COLLINET;Roland;Maire délégué-e;Sanilhac;Dordogne;GUAINO Henri;18/03/2017
M;DEBRAIZE;Vincent;Maire;Champignolles;Eure;GUAINO Henri;18/03/2017
M;DECULTOT;Hervé;Maire;Saint-Sauveur-d'Emalleville;Seine-Maritime;GUAINO Henri;18/03/2017
M;DEMAZIERES;Mario;Maire;Saint-Clair-sur-les-Monts;Seine-Maritime;GUAINO Henri;18/03/2017
M;DUDON;Bernard;Maire;Pessac-sur-Dordogne;Gironde;GUAINO Henri;18/03/2017
Mme;GANNE;Yolande;Maire;Champoulet;Loiret;GUAINO Henri;18/03/2017
M;GIORDANI;François;Maire;Salice;Corse du Sud;GUAINO Henri;18/03/2017
M;GYSELINCK;Philippe;Maire;Bony;Aisne;GUAINO Henri;18/03/2017
Mme;LE PEN;Marine;Représentant-e français-e au Parlement européen;;Parlement européen;GUAINO Henri;18/03/2017
M;LELIEVRE;Raymond;Maire;Lignières-Orgères;Mayenne;GUAINO Henri;18/03/2017
M;MONANY;Vijay;Conseiller/ère départemental-e;;Seine-Saint-Denis;GUAINO Henri;18/03/2017
M;REGAERT;Bruno;Maire;Vaudherland;Val-d'Oise;GUAINO Henri;18/03/2017
M;TRUJILLO;Jean;Maire;Bernes;Somme;GUAINO Henri;18/03/2017
M;VIGNEAUX;Claude;Maire;Brannay;Yonne;GUAINO Henri;18/03/2017
M;VINCENT;Raymond;Maire délégué-e;Champlitte;Haute-Saône;GUAINO Henri;18/03/2017
M;CHUARD;Marc;Maire;Le Petit-Bornand-les-Glières;Haute-Savoie;GUYOT Stéphane;18/03/2017
M;MEURANT;Jean;Maire;Gognies-Chaussée;Nord;GUYOT Stéphane;18/03/2017
M;PILLET;Jean-Yves;Maire;Malleval;Isère;GUYOT Stéphane;18/03/2017
Mme;ABADIE;Joëlle;Maire;Tilhouse;Hautes-Pyrénées;HAMON Benoît;18/03/2017
M;ABAT;François;Maire;Banios;Hautes-Pyrénées;HAMON Benoît;18/03/2017
M;AFFILE;Bertrand;Maire;Saint-Herblain;Loire-Atlantique;HAMON Benoît;18/03/2017
M;AÏT;Eddie;Conseiller/ère régional-e;Île-de-France;Yvelines;HAMON Benoît;18/03/2017
Mme;ALLEFRESDE;Laurence;Conseiller/ère départemental-e;;Ardèche;HAMON Benoît;18/03/2017
M;ANSELME;Jacques;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
Mme;ARAGON;Marie-Christine;Conseiller/ère départemental-e;;Pyrénées-Atlantiques;HAMON Benoît;18/03/2017
M;ARIES;Christian;Président-e d'un conseil de communauté d'agglomération;Longwy;Meurthe-et-Moselle;HAMON Benoît;18/03/2017
M;BALAS;Max;Maire;Tachoires;Gers;HAMON Benoît;18/03/2017
M;BANGOU;Jacques;Maire;Pointe-à-Pitre;Guadeloupe;HAMON Benoît;18/03/2017
Mme;BANQUET-RENARD;Maryse;Maire;Lucmau;Gironde;HAMON Benoît;18/03/2017
Mme;BAPTISTE;Brigitte;Maire;Touvre;Charente;HAMON Benoît;18/03/2017
Mme;BARAT;Geneviève;Conseiller/ère régional-e;Nouvelle-Aquitaine;Creuse;HAMON Benoît;18/03/2017
M;BARBIER;Frédéric;Député-e;4e;Doubs;HAMON Benoît;18/03/2017
M;BARRY;Philippe;Conseiller/ère départemental-e;;Haute-Vienne;HAMON Benoît;18/03/2017
Mme;BASTIDE;Bérengère;Maire;Chambonas;Ardèche;HAMON Benoît;18/03/2017
M;BATS;Christian;Maire;Ferran;Aude;HAMON Benoît;18/03/2017
Mme;BATTISTEL;Marie-Noëlle;Député-e;4e;Isère;HAMON Benoît;18/03/2017
M;BAUDE;Vital;Conseiller/ère régional-e;Nouvelle-Aquitaine;Gironde;HAMON Benoît;18/03/2017
Mme;BEAL;Brigitte;Maire;Allériot;Saône-et-Loire;HAMON Benoît;18/03/2017
M;BEDIER;Joé;Conseiller/ère régional-e;La Réunion;La Réunion;HAMON Benoît;18/03/2017
Mme;BELBACHIR-BELCAID;Khadija;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;HAMON Benoît;18/03/2017
M;BELOT;Luc;Député-e;1er;Maine-et-Loire;HAMON Benoît;18/03/2017
M;BERDOU;Raymond;Maire;Le Mas-d'Azil;Ariège;HAMON Benoît;18/03/2017
M;BERIT-DEBAT;Claude;Sénateur/trice;;Dordogne;HAMON Benoît;18/03/2017
Mme;BERTELLA-GEFFROY;Marie-Odile;Conseiller/ère régional-e;Île-de-France;Hauts-de-Seine;HAMON Benoît;18/03/2017
Mme;BIGEARD;Myriam;Conseiller/ère départemental-e;;Loire-Atlantique;HAMON Benoît;18/03/2017
M;BILHAC;Christian;Maire;Péret;Hérault;HAMON Benoît;18/03/2017
M;BIRONNEAU;Pascal;Maire;Saint-Loup-Lamairé;Deux-Sèvres;HAMON Benoît;18/03/2017
M;BISANS;Michel;Maire;Ribaute;Aude;HAMON Benoît;18/03/2017
Mme;BLANC;Geneviève;Conseiller/ère départemental-e;;Gard;HAMON Benoît;18/03/2017
M;BLAYA;Jacques;Maire;Bizanet;Aude;HAMON Benoît;18/03/2017
M;BONETA;Christian;Maire;Saint-Caprais-de-Bordeaux;Gironde;HAMON Benoît;18/03/2017
Mme;BOREL-LINCERTIN;Josette;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
M;BOUCARD;Jean-Pierre;Conseiller/ère départemental-e;;Lot;HAMON Benoît;18/03/2017
Mme;BOUCAUD;Christelle;Conseiller/ère départemental-e;;Dordogne;HAMON Benoît;18/03/2017
Mme;BOUKAALA;Sarah;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Isère;HAMON Benoît;18/03/2017
M;BOULDOIRE;Pierre;Maire;Frontignan;Hérault;HAMON Benoît;18/03/2017
Mme;BOUZIANE-LAROUSSI;Kheira;Député-e;3e;Côte-d'Or;HAMON Benoît;18/03/2017
M;BREYSSE;Thierry;Maire;Cournonterral;Hérault;HAMON Benoît;18/03/2017
Mme;BRIQUET;Isabelle;Conseiller/ère départemental-e;;Haute-Vienne;HAMON Benoît;18/03/2017
M;BRUGERE;Philippe;Maire;Meymac;Corrèze;HAMON Benoît;18/03/2017
M;BRUYERE;Tony;Maire;Escarmain;Nord;HAMON Benoît;18/03/2017
Mme;BUIS;Sabine;Député-e;3e;Ardèche;HAMON Benoît;18/03/2017
M;BUISSON;Jérome;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;18/03/2017
M;CAMBOU;Stéphane;Maire;Peyrat-le-Château;Haute-Vienne;HAMON Benoît;18/03/2017
Mme;CANU;Pierrette;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
M;CAREME;Damien;Maire;Grande-Synthe;Nord;HAMON Benoît;18/03/2017
Mme;CARLOTTI;Marie-Arlette;Député-e;5e;Bouches-du-Rhône;HAMON Benoît;18/03/2017
Mme;CARMONA;Judith;Conseiller/ère régional-e;Occitanie;Pyrénées-Orientales;HAMON Benoît;18/03/2017
Mme;CASALE;Françoise;Conseiller/ère départemental-e;;Gers;HAMON Benoît;18/03/2017
M;CASAUBON;Jean-Paul;Président-e d'un conseil de communauté de communes;Vallée d'Ossau;Pyrénées-Atlantiques;HAMON Benoît;18/03/2017
M;CASTY;Gilles;Maire;Ornaisons;Aude;HAMON Benoît;18/03/2017
M;CESBRON;Philippe;Maire délégué-e;Bellevigne-en-Layon;Maine-et-Loire;HAMON Benoît;18/03/2017
M;CHAMBONNET;Luc;Conseiller/ère départemental-e;;Drôme;HAMON Benoît;18/03/2017
M;CHANTREL;Yan;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;HAMON Benoît;18/03/2017
M;CHAPAVEIRE;André;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Haute-Loire;HAMON Benoît;18/03/2017
Mme;CHARLE;Valérie;Maire;Saumos;Gironde;HAMON Benoît;18/03/2017
Mme;CHARPENEL;Frédérique;Maire;Soustons;Landes;HAMON Benoît;18/03/2017
M;CHATEL;Jean-Jacques;Maire;Mainvilliers;Eure-et-Loir;HAMON Benoît;18/03/2017
Mme;CHEVALIER;Christine;Maire;Landéda;Finistère;HAMON Benoît;18/03/2017
M;CHIBLI;Kamal;Conseiller/ère régional-e;Occitanie;Ariège;HAMON Benoît;18/03/2017
M;CLAISSE;Gérard;Conseiller/ère métropolitain-e de Lyon;;Rhône;HAMON Benoît;18/03/2017
M;COLAS;Romain;Maire;Boussy-Saint-Antoine;Essonne;HAMON Benoît;18/03/2017
M;CORITON;Bastien;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
M;COSME;Gérard;Maire;Le Pré-Saint-Gervais;Seine-Saint-Denis;HAMON Benoît;18/03/2017
M;COTTEL;Jean-Jacques;Député-e;1er;Pas-de-Calais;HAMON Benoît;18/03/2017
M;COULOMBEL;Ludovic;Conseiller/ère départemental-e;;Ille-et-Vilaine;HAMON Benoît;18/03/2017
Mme;COUTANT;Françoise;Conseiller/ère régional-e;Nouvelle-Aquitaine;Charente;HAMON Benoît;18/03/2017
M;CRAIS;Gérard;Maire;Auty;Tarn-et-Garonne;HAMON Benoît;18/03/2017
M;CRESPY;Guy;Maire;Sanilhac-Sagriès;Gard;HAMON Benoît;18/03/2017
M;CROS;Guillaume;Conseiller/ère régional-e;Occitanie;Tarn;HAMON Benoît;18/03/2017
M;CROS;Sébastien;Maire;Saint-Martin-de-Lenne;Aveyron;HAMON Benoît;18/03/2017
Mme;CROZET;Elisabeth;Conseiller/ère départemental-e;;Puy-de-Dôme;HAMON Benoît;18/03/2017
M;CUZOU;Gilbert;Conseiller/ère régional-e;Île-de-France;Seine-et-Marne;HAMON Benoît;18/03/2017
M;D'ASTA;Nicola;Conseiller/ère régional-e;Île-de-France;Hauts-de-Seine;HAMON Benoît;18/03/2017
M;DA SILVA;Carlos;Conseiller/ère régional-e;Île-de-France;Essonne;HAMON Benoît;18/03/2017
M;DAGNAUD;François;Maire d'arrondissement;;Paris;HAMON Benoît;18/03/2017
M;DANTEC;Ronan;Sénateur/trice;;Loire-Atlantique;HAMON Benoît;18/03/2017
M;DAUNIS;Marc;Sénateur/trice;;Alpes-Maritimes;HAMON Benoît;18/03/2017
Mme;DE CINTRE;Christine;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
Mme;DE FRANÇOIS;Béatrice;Maire;Parempuyre;Gironde;HAMON Benoît;18/03/2017
Mme;DEJEAN-DUPEBE;Chantal;Conseiller/ère départemental-e;;Gers;HAMON Benoît;18/03/2017
M;DEJONGHE;Henri;Maire;Auxi-le-Château;Pas-de-Calais;HAMON Benoît;18/03/2017
Mme;DELANDE;Claire;Maire;Gagnac-sur-Cère;Lot;HAMON Benoît;18/03/2017
M;DELATTRE;Jean-François;Maire;Haspres;Nord;HAMON Benoît;18/03/2017
M;DELEROT;Thierry;Conseiller/ère départemental-e;;Aisne;HAMON Benoît;18/03/2017
M;DELOHEN;Frédéric;Maire;Hallencourt;Somme;HAMON Benoît;18/03/2017
M;DENAJA;Sébastien;Député-e;7e;Hérault;HAMON Benoît;18/03/2017
M;DESAILLY;Jean-Michel;Maire;Aubigny-en-Artois;Pas-de-Calais;HAMON Benoît;18/03/2017
M;DESANGLOIS;Patrice;Maire;Saint-Pierre-lès-Elbeuf;Seine-Maritime;HAMON Benoît;18/03/2017
M;DESFORGES ;Antoine;Conseiller/ère départemental-e;;Puy-de-Dôme;HAMON Benoît;18/03/2017
M;DESIRE;Rodolphe;Maire;Le Marin;Martinique;HAMON Benoît;18/03/2017
Mme;DIAN-LELOUP;Hélène;Conseiller/ère départemental-e;;Essonne;HAMON Benoît;18/03/2017
M;DJEBARA;Smaïl;Conseiller/ère départemental-e;;Seine-et-Marne;HAMON Benoît;18/03/2017
M;DRENO;Gérard;Président-e d'un conseil de communauté de communes;Région de Blain;Loire-Atlantique;HAMON Benoît;18/03/2017
Mme;DUARTE;Sandrine;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;18/03/2017
M;DUBOST;Jérôme;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
M;DUMONTANT;Jean-Baptiste;Conseiller/ère départemental-e;;Creuse;HAMON Benoît;18/03/2017
M;DUSSURGEY;Pierre;Maire;Vaulx-en-Velin;Rhône;HAMON Benoît;18/03/2017
Mme;EL KOUACHERI;Zohra;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;18/03/2017
Mme;ENJARIC;Sandra;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
Mme;ERDAN;Nicole;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
Mme;ESPAGNAC;Frédérique;Sénateur/trice;;Pyrénées-Atlantiques;HAMON Benoît;18/03/2017
Mme;ESTEBAN;Martine;Maire;Varilhes;Ariège;HAMON Benoît;18/03/2017
M;EYMARD;Michel;Maire;Rencurel;Isère;HAMON Benoît;18/03/2017
M;FAIRIER;Martial;Maire;Saint-Judoce;Côtes-d'Armor;HAMON Benoît;18/03/2017
Mme;FARCY;Marie Jeanne;Conseiller/ère départemental-e;;Gironde;HAMON Benoît;18/03/2017
M;FAUCHEUX;Benoît;Conseiller/ère régional-e;Centre-Val de Loire;Loiret;HAMON Benoît;18/03/2017
M;FAVAREL;Gilles;Maire;Cabanac-Cazaux;Haute-Garonne;HAMON Benoît;18/03/2017
M;FEDOU;Nicolas;Maire;Villenouvelle;Haute-Garonne;HAMON Benoît;18/03/2017
M;FERRY;Jean-Luc;Maire;Han-sur-Nied;Moselle;HAMON Benoît;18/03/2017
Mme;FLEUROT;Sabrina;Conseiller/ère départemental-e;;Haute-Saône;HAMON Benoît;18/03/2017
Mme;FLOUREUSSES;Sandrine;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;18/03/2017
M;FOUCHIER;Dominique;Maire;Tournefeuille;Haute-Garonne;HAMON Benoît;18/03/2017
Mme;FOURNEYRON;Valérie;Député-e;1er;Seine-Maritime;HAMON Benoît;18/03/2017
M;FOURNIER;Charles;Conseiller/ère régional-e;Centre-Val de Loire;Indre-et-Loire;HAMON Benoît;18/03/2017
M;FOURNIER;Lionel;Conseiller/ère départemental-e;;Moselle;HAMON Benoît;18/03/2017
Mme;FRANCQ;Natalie;Conseiller/ère régional-e;Nouvelle-Aquitaine;Pyrénées-Atlantiques;HAMON Benoît;18/03/2017
M;FRARD;Daniel;Maire;Vernouillet;Eure-et-Loir;HAMON Benoît;18/03/2017
M;FROMM;Gérard;Maire;Briançon;Hautes-Alpes;HAMON Benoît;18/03/2017
M;GALANTINE;Louis;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
Mme;GALBRUN;Marie-France;Conseiller/ère départemental-e;;Creuse;HAMON Benoît;18/03/2017
M;GAMBUTO;Valentino;Conseiller/ère régional-e;Centre-Val de Loire;Eure-et-Loir;HAMON Benoît;18/03/2017
M;GAROT;Guillaume;Député-e;1er;Mayenne;HAMON Benoît;18/03/2017
M;GAUGEACQ;Didier;Maire;Cassen;Landes;HAMON Benoît;18/03/2017
Mme;GEOFFROY;Hélène;Conseiller/ère métropolitain-e de Lyon;;Rhône;HAMON Benoît;18/03/2017
Mme;GERARD;Anne;Conseiller/ère régional-e;Nouvelle-Aquitaine;Vienne;HAMON Benoît;18/03/2017
Mme;GERMERIE;Fabienne;Conseiller/ère départemental-e;;Mayenne;HAMON Benoît;18/03/2017
Mme;GERVAISE;Nicole;Conseiller/ère départemental-e;;Dordogne;HAMON Benoît;18/03/2017
Mme;GILLOT;Dominique;Sénateur/trice;;Val-d'Oise;HAMON Benoît;18/03/2017
Mme;GIRAL;Hélène;Conseiller/ère régional-e;Occitanie;Aude;HAMON Benoît;18/03/2017
Mme;GOBALOU;Virginie;Conseiller/ère régional-e;La Réunion;La Réunion;HAMON Benoît;18/03/2017
Mme;GONDARD;Cécilia;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;HAMON Benoît;18/03/2017
M;GOURDON;Patrick;Maire;Aubas;Dordogne;HAMON Benoît;18/03/2017
M;GRASSET;Éric;Maire;Condezaygues;Lot-et-Garonne;HAMON Benoît;18/03/2017
M;GRELLETY;Michel;Maire;Salon;Dordogne;HAMON Benoît;18/03/2017
M;GREVIN;Gilles;Maire;Auberchicourt;Nord;HAMON Benoît;18/03/2017
M;GRINDATTO;Bernard;Maire;Pont-en-Royans;Isère;HAMON Benoît;18/03/2017
M;GRYCZA;Daniel;Maire;Peyssies;Haute-Garonne;HAMON Benoît;18/03/2017
M;GUARDIA-MAZZOLENI;Ronny;Conseiller/ère régional-e;Occitanie;Gers;HAMON Benoît;18/03/2017
Mme;GUEUGNEAU;Edith;Maire;Bourbon-Lancy;Saône-et-Loire;HAMON Benoît;18/03/2017
Mme;GUGLIELMI;Brigitte;Conseiller/ère départemental-e;;Maine-et-Loire;HAMON Benoît;18/03/2017
Mme;GUIGOU;Elisabeth;Député-e;6e;Seine-Saint-Denis;HAMON Benoît;18/03/2017
Mme;GUILBERT;Thérèse;Maire;Outreau;Pas-de-Calais;HAMON Benoît;18/03/2017
Mme;GUINAUDIE;Valérie;Maire;Mombrier;Gironde;HAMON Benoît;18/03/2017
M;HAESEBROECK;Bernard;Maire;Armentières;Nord;HAMON Benoît;18/03/2017
M;HAMMADI;Razzy;Député-e;7e;Seine-Saint-Denis;HAMON Benoît;18/03/2017
M;HAMON;François;Maire;Saint-Martin-des-Champs;Finistère;HAMON Benoît;18/03/2017
M;HARDEL;Ernest;Maire;Cuverville;Calvados;HAMON Benoît;18/03/2017
Mme;HARDY;Isabelle;Conseiller/ère départemental-e;;Gironde;HAMON Benoît;18/03/2017
M;HARMAND;Jean-Claude;Maire;Saint-Sixt;Haute-Savoie;HAMON Benoît;18/03/2017
M;HEBRARD;Gilbert;Maire;Vendine;Haute-Garonne;HAMON Benoît;18/03/2017
M;HERDUIN;Aimé;Maire;Carly;Pas-de-Calais;HAMON Benoît;18/03/2017
M;HIRIGOYEN;Jean;Maire;Samadet;Landes;HAMON Benoît;18/03/2017
M;IDRAC;Francis;Maire;L'Isle-Jourdain;Gers;HAMON Benoît;18/03/2017
Mme;INAUDI;Rosy;Conseiller/ère départemental-e;;Bouches-du-Rhône;HAMON Benoît;18/03/2017
M;JACQUET;Rolland;Conseiller/ère métropolitain-e de Lyon;;Rhône;HAMON Benoît;18/03/2017
Mme;JALABERT-TAILHAN;Rose-Marie;Conseiller/ère départemental-e;;Aude;HAMON Benoît;18/03/2017
Mme;JARYCKI;Eliane;Conseiller/ère régional-e;Occitanie;Pyrénées-Orientales;HAMON Benoît;18/03/2017
M;JEANSANNETAS;Eric;Sénateur/trice;;Creuse;HAMON Benoît;18/03/2017
M;JOHNSON;Abraham;Conseiller/ère départemental-e;;Val-de-Marne;HAMON Benoît;18/03/2017
M;JOURDAIN;Philippe;Maire;Plouvara;Côtes-d'Armor;HAMON Benoît;18/03/2017
M;JOUVET;Pierre;Conseiller/ère départemental-e;;Drôme;HAMON Benoît;18/03/2017
Mme;JUBAN;Laurence;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Loire;HAMON Benoît;18/03/2017
M;KALTENBACH;Philippe;Sénateur/trice;;Hauts-de-Seine;HAMON Benoît;18/03/2017
Mme;KARAMANLI;Marietta;Député-e;2e;Sarthe;HAMON Benoît;18/03/2017
M;KLEIN;Mathieu;Conseiller/ère départemental-e;;Meurthe-et-Moselle;HAMON Benoît;18/03/2017
Mme;KRIBI-ROMDHANE;Hella;Conseiller/ère régional-e;Île-de-France;Essonne;HAMON Benoît;18/03/2017
Mme;LABEDAN;Laurence;Conseiller/ère départemental-e;;Gers;HAMON Benoît;18/03/2017
M;LABRANDE;Patrick;Maire;Saint-Germain-du-Bel-Air;Lot;HAMON Benoît;18/03/2017
M;LAFFONT;Frédéric;Maire;Montferrier;Ariège;HAMON Benoît;18/03/2017
M;LAGUERRE;Didier;Maire;Fort-de-France;Martinique;HAMON Benoît;18/03/2017
Mme;LARDY;Brigitte;Conseiller/ère départemental-e;;Haute-Vienne;HAMON Benoît;18/03/2017
Mme;LAURENT;Françoise;Conseiller/ère départemental-e;;Lot-et-Garonne;HAMON Benoît;18/03/2017
Mme;LAURENT-PERRIGOT;Françoise;Conseiller/ère départemental-e;;Gard;HAMON Benoît;18/03/2017
M;LAVAUR;Pascal;Maire;Trespoux-Rassiels;Lot;HAMON Benoît;18/03/2017
M;LE BERRE;Renaud;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;HAMON Benoît;18/03/2017
M;LE BORGN;Pierre-Yves;Député-e;7e;Français de l'étranger;HAMON Benoît;18/03/2017
M;LE BOUEDEC;Joseph;Maire;Guern;Morbihan;HAMON Benoît;18/03/2017
M;LE BOUILLONNEC;Jean-Yves;Député-e;11e;Val-de-Marne;HAMON Benoît;18/03/2017
Mme;LE LOCH;Annick;Député-e;7e;Finistère;HAMON Benoît;18/03/2017
Mme;LEJEUNE;Béatrice;Maire;Bailleul-sur-Thérain;Oise;HAMON Benoît;18/03/2017
M;LEONARD;Christophe;Député-e;2e;Ardennes;HAMON Benoît;18/03/2017
M;LEROY;Jean-Claude;Sénateur/trice;;Pas-de-Calais;HAMON Benoît;18/03/2017
Mme;LEVEUGLE;Emmanuelle;Conseiller/ère départemental-e;;Pas-de-Calais;HAMON Benoît;18/03/2017
Mme;LINKENHELD;Audrey;Député-e;2e;Nord;HAMON Benoît;18/03/2017
M;LOMBARD;Christian;Maire;Moineville;Meurthe-et-Moselle;HAMON Benoît;18/03/2017
Mme;LOPEZ;Viviane;Conseiller/ère régional-e;Pays de la Loire;Loire-Atlantique;HAMON Benoît;18/03/2017
M;LORIMIER;Philippe;Maire;Crolles;Isère;HAMON Benoît;18/03/2017
Mme;LOUBRADOU;Isabelle;Conseiller/ère départemental-e;;Hautes-Pyrénées;HAMON Benoît;18/03/2017
M;LOUF;Maurice;Maire;Saint-Pol-sur-Ternoise;Pas-de-Calais;HAMON Benoît;18/03/2017
M;LUREL;Victorin;Député-e;4e;Guadeloupe;HAMON Benoît;18/03/2017
M;LYAN;Pierre;Maire;Thuret;Puy-de-Dôme;HAMON Benoît;18/03/2017
M;MACIEJASZ;Daniel;Maire;Libercourt;Pas-de-Calais;HAMON Benoît;18/03/2017
Mme;MADER;Nathalie;Conseiller/ère régional-e;Occitanie;Haute-Garonne;HAMON Benoît;18/03/2017
Mme;MAGLICA;Céline;Conseiller/ère départemental-e;;Côte-d'Or;HAMON Benoît;18/03/2017
M;MAGRE;Denis;Maire;Toutens;Haute-Garonne;HAMON Benoît;18/03/2017
M;MALHERBE;Bernard;Maire;Regnéville-sur-Mer;Manche;HAMON Benoît;18/03/2017
M;MANUBY;Didier;Maire;Les Ancizes-Comps;Puy-de-Dôme;HAMON Benoît;18/03/2017
Mme;MARCHAND;Agnès;Conseiller/ère départemental-e;;Meurthe-et-Moselle;HAMON Benoît;18/03/2017
M;MARCHAND;André;Conseiller/ère départemental-e;;Maine-et-Loire;HAMON Benoît;18/03/2017
M;MARCHE;Frédéric;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
Mme;MARCHYLLIE;Isabelle;Conseiller/ère départemental-e;;Nord;HAMON Benoît;18/03/2017
M;MARTEL;Jean-Jacques;Maire;Mazinghem;Pas-de-Calais;HAMON Benoît;18/03/2017
M;MARTI;David;Maire;Le Creusot;Saône-et-Loire;HAMON Benoît;18/03/2017
Mme;MARTIN;Monique;Maire;Arné;Hautes-Pyrénées;HAMON Benoît;18/03/2017
M;MARTINEZ;Antoine;Maire;Bédarieux;Hérault;HAMON Benoît;18/03/2017
Mme;MARTINEZ;Laetitia;Conseiller/ère régional-e;Bourgogne-Franche-Comté;Saône-et-Loire;HAMON Benoît;18/03/2017
M;MASCARAQUE;Thierry;Maire;Rouffiac-d'Aude;Aude;HAMON Benoît;18/03/2017
Mme;MASSONNEAU;Véronique;Député-e;4e;Vienne;HAMON Benoît;18/03/2017
M;MAYOR;Gérard;Maire;Allennes-les-Marais;Nord;HAMON Benoît;18/03/2017
M;MDEREMANE SAHEVA;Ismaila;Président-e d'un conseil de communauté de communes;Sud;Mayotte;HAMON Benoît;18/03/2017
M;MELLOUËT;Roger;Maire;Pont-de-Buis-lès-Quimerch;Finistère;HAMON Benoît;18/03/2017
M;MENNAD;Redha;Maire;Salza;Aude;HAMON Benoît;18/03/2017
Mme;METOIS;Christine;Maire;Trégueux;Côtes-d'Armor;HAMON Benoît;18/03/2017
Mme;MEZRAR;Nadia;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;18/03/2017
M;MICHELY;Fabert;Conseiller/ère départemental-e;;Guadeloupe;HAMON Benoît;18/03/2017
M;MIRASSOU;Jean-Jacques;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;18/03/2017
Mme;MOEBS;Christine;Conseiller/ère régional-e;Nouvelle-Aquitaine;Gironde;HAMON Benoît;18/03/2017
M;MOELO;Serge;Maire;Silfiac;Morbihan;HAMON Benoît;18/03/2017
Mme;MOINGEON HERMARY;Béatrice;Conseiller/ère départemental-e;;Côte-d'Or;HAMON Benoît;18/03/2017
M;MORENO;René;Conseiller/ère régional-e;Occitanie;Lozère;HAMON Benoît;18/03/2017
Mme;MORERE;Nicole;Conseiller/ère départemental-e;;Hérault;HAMON Benoît;18/03/2017
Mme;MOUGIN;Isabelle;Conseiller/ère départemental-e;;Territoire de Belfort;HAMON Benoît;18/03/2017
Mme;MOUNY;Chantal;Maire;Montigny-Lengrain;Aisne;HAMON Benoît;18/03/2017
Mme;MUNSTER;Linda;Conseiller/ère régional-e;Grand Est;Marne;HAMON Benoît;18/03/2017
M;NADAL;Jean;Maire;Maubourguet;Hautes-Pyrénées;HAMON Benoît;18/03/2017
M;NAILLET;Philippe;Député-e;1er;La Réunion;HAMON Benoît;18/03/2017
M;NAJDOVSKI;Christophe;Membre du Conseil de Paris;;Paris;HAMON Benoît;18/03/2017
M;NARDIN;Michel;Maire;Angeot;Territoire de Belfort;HAMON Benoît;18/03/2017
Mme;NEUVILLE;Ségolène;Conseiller/ère départemental-e;;Pyrénées-Orientales;HAMON Benoît;18/03/2017
Mme;NIANG-FOUQUET;Oumou;Conseiller/ère régional-e;Normandie;Seine-Maritime;HAMON Benoît;18/03/2017
M;NOUAILLES;Serge;Conseiller/ère départemental-e;;Lot;HAMON Benoît;18/03/2017
Mme;NOUHAUT;Martine;Conseiller/ère départemental-e;;Haute-Vienne;HAMON Benoît;18/03/2017
M;OEHLER;Serge;Conseiller/ère départemental-e;;Bas-Rhin;HAMON Benoît;18/03/2017
