{{partial|Chrome}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Chrome"
{{nts|400}},"<span style=""display:none"" class=""sortkey"">7002400000000000000♠</span>400"
{{strikethrough|rbl.orbitrbl.com}},<s>rbl.orbitrbl.com</s>
{{nts|662.6}},"<span style=""display:none"" class=""sortkey"">7002662600000000000♠</span>662.6"
{{dts|2011-12-20}},"<span style=""display:none; speak:none"" class=""sortkey"">02011-12-20-0000</span><span style=""white-space:nowrap;"">December 20, 2011</span>"
{{IPA|/e ~ e̞ ~ ɛ/}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">/e ~ e̞ ~ ɛ/</span>"
{{r|group=Note|TBCRL}},"<ref name=""TBCRL"" group=""Note""></ref>"
{{Start date|1997|08|15}},"August&nbsp;15,&nbsp;1997<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">1997-08-15</span>)</span>"
{{partial|<small>Discontinued<br />4.2-4.3</small>}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|<small>Discontinued<br />4.2-4.3</small>"
{{nts|115.1}},"<span style=""display:none"" class=""sortkey"">7002115100000000000♠</span>115.1"
{{convert|516|g|oz|abbr=on}},516&nbsp;g (18.2&nbsp;oz)
{{sm|fl}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">fl</span>"
{{convert|91.4|mm|in|abbr=on}},91.4&nbsp;mm (3.60&nbsp;in)
{{Latest stable software release/Tribler}},"6.4.3 <small>(January&nbsp;21, 2015<span class=""noprint"">&#059;&#032;4 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-01-21</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Tribler&action=edit &#91;±&#93;]</small>"
{{some|via <tt>stty</tt>}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""|via <tt>stty</tt>"
"{{#tag:ref|On Linux and FreeBSD, Presto 2.5 uses the system version of the [[GStreamer]] library, and is able to play any formats supported by GStreamer (including H.264, MP3, AAC and others, if codecs are installed). On other platforms, it only supports Ogg Theora for video; and Ogg Vorbis and WAVE PCM for sound.|group=note|name=opera-av}}","<ref group=""note"" name=""opera-av"">On Linux and FreeBSD, Presto 2.5 uses the system version of the [[GStreamer]] library, and is able to play any formats supported by GStreamer (including H.264, MP3, AAC and others, if codecs are installed). On other platforms, it only supports Ogg Theora for video; and Ogg Vorbis and WAVE PCM for sound.</ref>"
{{#tag:ref|Requires [[Cygwin]]|name=bitchxinstall|group=Note}},"<ref name=""bitchxinstall"" group=""Note"">Requires [[Cygwin]]</ref>"
"{{flag|Congo, Democratic Republic of}}","<span class=""flagicon"">[[File:Flag of the Democratic Republic of the Congo.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Democratic Republic of the Congo|Congo, Democratic Republic of]]"
{{Free|[[GPL]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[GPL]]"
{{nts|73.4}},"<span style=""display:none"" class=""sortkey"">7001734000000000000♠</span>73.4"
"{{yes|[[NAnt]],  [[Rake (software)|Rake]], and [[Xcode]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[NAnt]],  [[Rake (software)|Rake]], and [[Xcode]]"
"{{yes|[[RDF feed|RDF]], [[Newsgroup]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[RDF feed|RDF]], [[Newsgroup]]"
{{flag|North Dakota}},"<span class=""flagicon"">[[File:Flag of North Dakota.svg|23x16px|border |alt=|link=]]&nbsp;&nbsp;</span>[[North Dakota|North Dakota]]"
{{Maybe|Advertises proprietary encryption which is [[Skype#Security and privacy|'''not considered secure''']]}},"style=""background: #ffff90; color: black; vertical-align: middle; text-align: center; "" class=""table-maybe""|Advertises proprietary encryption which is [[Skype#Security and privacy|'''not considered secure''']]"
{{Start date|2006|01|22}},"January&nbsp;22,&nbsp;2006<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2006-01-22</span>)</span>"
"{{yes|Yes (via indefinite directory <tt>""...""</tt> wildcard)}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes (via indefinite directory <tt>""...""</tt> wildcard)"
{{flag|Senegal}},"<span class=""flagicon"">[[File:Flag of Senegal.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Senegal|Senegal]]"
{{free|BSD/[[CDDL]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|BSD/[[CDDL]]"
{{some| through API/add-on}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""| through API/add-on"
{{nts|3580}},"<span style=""display:none"" class=""sortkey"">7003358000000000000♠</span>3,580"
{{nowrap|31 kB}},"<span class=""nowrap"">31 kB</span>"
"{{yes| mixed mode: PHP + HTML + JavaScript + CSS, single-mode: PHP, Javascript, CSS, XML; extensible}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| mixed mode: PHP + HTML + JavaScript + CSS, single-mode: PHP, Javascript, CSS, XML; extensible"
{{flag|Comoros}},"<span class=""flagicon"">[[File:Flag of the Comoros.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Comoros|Comoros]]"
{{sort|3|3}},"<span style=""display:none;"" class=""sortkey"">3&#32;!</span><span class=""sorttext"">3</span>"
{{yes|various [http://www.bibsonomy.org/export/]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|various [http://www.bibsonomy.org/export/]"
{{yes|No Limit}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|No Limit"
{{Yes|[[Windows Update]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Windows Update]]"
{{Anchor|Yaaic}},"<span id=""Yaaic""></span>"
{{tag|reals|open}},"<code class=""nowrap"" style="""">&lt;reals&gt;</code>"
{{nts|2534.5}},"<span style=""display:none"" class=""sortkey"">7003253450000000000♠</span>2,534.5"
{{Latest stable software release/PIRCH}},"1.0.1.1190 <small>(January&nbsp;1, 2001<span class=""noprint"">&#059;&#032;14 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2001-01-01</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/PIRCH&action=edit &#91;±&#93;]</small>"
{{Yes|23.0}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|23.0"
{{ntsh|11.001}},"<span style=""display:none"" class=""sortkey"">7001110010000000000♠</span>"
{{sm|ll}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">ll</span>"
{{flag|Nicaragua}},"<span class=""flagicon"">[[File:Flag of Nicaragua.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Nicaragua|Nicaragua]]"
{{yes|[[NeoOffice Impress]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[NeoOffice Impress]]"
{{yes|[[MIT Licence]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[MIT Licence]]"
{{sort|003.00|3}},"<span style=""display:none;"" class=""sortkey"">003.00&#32;!</span><span class=""sorttext"">3</span>"
{{coord|37.6665|141.0208|display=inline}},"<span class=""plainlinks nourlexpansion"">[//tools.wmflabs.org/geohack/geohack.php?pagename=Special%3AExpandTemplates&params=37.6665_N_141.0208_E_ <span class=""geo-nondefault""><span class=""geo-dms"" title=""Maps, aerial photos, and other data for this location""><span class=""latitude"">37°39′59″N</span> <span class=""longitude"">141°01′15″E</span></span></span><span class=""geo-multi-punct"">&#xfeff; / &#xfeff;</span><span class=""geo-default""><span class=""geo-dec"" title=""Maps, aerial photos, and other data for this location"">37.6665°N 141.0208°E</span><span style=""display:none"">&#xfeff; / <span class=""geo"">37.6665; 141.0208</span></span></span>]</span>"
{{free|[[Ms-RL]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Ms-RL]]"
{{flag|Guinea-Bissau}},"<span class=""flagicon"">[[File:Flag of Guinea-Bissau.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Guinea-Bissau|Guinea-Bissau]]"
{{ref|Mical}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_Mical"">[//en.wikipedia.org/wiki/Special:ExpandTemplates#endnote_Mical]</sup>"
{{partial|(S)ATA}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|(S)ATA"
{{dts|1998-09-03}},"<span style=""display:none; speak:none"" class=""sortkey"">01998-09-03-0000</span><span style=""white-space:nowrap;"">September 3, 1998</span>"
"{{#tag:ref|Support is limited to content broadcast as 'copy freely' (DRM Free) - Smartphone and tablet control of the full range of Windows Media Center features is possible on iOS and Android.|group=""f""}}","<ref group=""f"">Support is limited to content broadcast as 'copy freely' (DRM Free) - Smartphone and tablet control of the full range of Windows Media Center features is possible on iOS and Android.</ref>"
{{flag|Maine}},"<span class=""flagicon"">[[File:Flag of Maine.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Maine|Maine]]"
{{small|1200x800}},"<small style=""font-size:85%;"">1200x800</small>"
{{Start date and age|2013|01|29}},"January&nbsp;29, 2013<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-01-29</span>)</span>"
{{vgrelease|EU=25 March 2011}},"<ul style=""list-style: none none; line-height: inherit; margin: 0px;""><li><small><sup>[[Europe|EU]]</sup></small> 25 March 2011</li></ul>"
{{nightly|[[#webcore -webkit-|Nightly Build]]}},"style=""background: #fdd; color: black; vertical-align: middle; text-align: center; "" class=""nightly table-nightly""|[[#webcore -webkit-|Nightly Build]]"
{{yes| Via plugin}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| Via plugin"
"{{IPA|[-, ɪ̯, ʊ̯]}}","<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[-, ɪ̯, ʊ̯]</span>"
{{IPA|[ə]}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[ə]</span>"
{{tag|mrow|open}},"<code class=""nowrap"" style="""">&lt;mrow&gt;</code>"
{{some|Calls [[FreeLoader]]}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""|Calls [[FreeLoader]]"
{{proprietary|[[Software license agreement|Microsoft EULA]]}},"style=""background: #ddf; vertical-align: middle; text-align: center; "" class=""table-proprietary""|[[Software license agreement|Microsoft EULA]]"
{{sm|filivm}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">filivm</span>"
{{yes|Yes<br/><small>2.2+</small>}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes<br/><small>2.2+</small>"
{{yes|Disabled by default at compile time}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Disabled by default at compile time"
{{partial|Legacy support}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Legacy support"
{{yes|[[DOS]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[DOS]]"
{{Flagicon|Pennsylvania}},"<span class=""flagicon"">[[File:Flag of Pennsylvania.svg|23x15px|border |alt=Pennsylvania|link=Pennsylvania]]</span>"
{{lang|ga|scoil}},"<span lang=""ga""  >scoil</span>"
{{Nonfree|US$10/month}},"style=""background: #F9D; color: black; vertical-align: middle; text-align: center; "" class=""nonfree table-nonfree""|US$10/month"
{{nts|25200}},"<span style=""display:none"" class=""sortkey"">7004252000000000000♠</span>25,200"
{{free|0.1}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|0.1"
"{{Yes|Sailfish Browser, Webcat (WebKit), Firefox (via Android)}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Sailfish Browser, Webcat (WebKit), Firefox (via Android)"
{{incorrect|[[#presto_font|Incorrect]]}},"style=""background: #F90; color: black; vertical-align: middle; text-align: center; "" class=""incorrect""|[[#presto_font|Incorrect]]"
{{flag|Timor-Leste}},"<span class=""flagicon"">[[File:Flag of East Timor.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[East Timor|Timor-Leste]]"
{{dts|2009|04|12}},"<span style=""display:none; speak:none"" class=""sortkey"">02009-04-12-0000</span><span style=""white-space:nowrap;"">April 12, 2009</span>"
{{convert|20.5|lb|abbr=on}},20.5&nbsp;lb (9.3&nbsp;kg)
{{sm|feria}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">feria</span>"
{{Yes|1276.88}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|1276.88"
{{flag|Vietnam}},"<span class=""flagicon"">[[File:Flag of Vietnam.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Vietnam|Vietnam]]"
{{Flagicon|Algeria}},"<span class=""flagicon"">[[File:Flag of Algeria.svg|23x15px|border |alt=Algeria|link=Algeria]]</span>"
{{partial|Under development}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Under development"
{{ref|ATT}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_ATT"">[//en.wikipedia.org/wiki/Special:ExpandTemplates#endnote_ATT]</sup>"
{{Flagicon|Brazil}},"<span class=""flagicon"">[[File:Flag of Brazil.svg|23x15px|border |alt=Brazil|link=Brazil]]</span>"
{{free|[[Mozilla Public License|MPL]] 2.0}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Mozilla Public License|MPL]] 2.0"
{{nowrap|768 × 1024}},"<span class=""nowrap"">768 × 1024</span>"
"{{depends|Sony [[PlayStation 3]] (Flash 9 only), Nintendo [[Wii]] (Flash Lite only)}}","style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|Sony [[PlayStation 3]] (Flash 9 only), Nintendo [[Wii]] (Flash Lite only)"
{{yes|[[Bluetooth]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Bluetooth]]"
{{tag|mprescripts|open}},"<code class=""nowrap"" style="""">&lt;mprescripts&gt;</code>"
"{{yes|via [[Dalvik (software)|Dalvik]], [[ART (software)|ART]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|via [[Dalvik (software)|Dalvik]], [[ART (software)|ART]]"
"{{Yes2|4.2+, including phones 5+}}","style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |4.2+, including phones 5+"
{{release date and age|mf=yes|2009|07|18}},"July&nbsp;18, 2009<span class=""noprint"">&#059;&#032;5 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2009-07-18</span>)</span>"
{{Start date and age|2014|12|19}},"December&nbsp;19, 2014<span class=""noprint"">&#059;&#032;5 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-12-19</span>)</span>"
{{flagicon|VCT}},"<span class=""flagicon"">[[File:Flag of Saint Vincent and the Grenadines.svg|23x15px|border |alt=Saint Vincent and the Grenadines|link=Saint Vincent and the Grenadines]]</span>"
"{{yes|Component, composite, [[d-terminal]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Component, composite, [[d-terminal]]"
{{nowrap|12 Nov 2013}},"<span class=""nowrap"">12 Nov 2013</span>"
"{{nts|7,254}}","<span style=""display:none"" class=""sortkey"">7003725400000000000♠</span>7,254"
{{Anchor|Snak}},"<span id=""Snak""></span>"
{{yes|Yes (Unix feature)}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes (Unix feature)"
{{Latest stable software release/FAR Manager|mf=y}},"3.0 build 4242 <small>(17&nbsp;January 2015<span class=""noprint"">&#059;&#032;4 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-01-17</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/FAR_Manager&action=edit &#91;±&#93;]</small><br>
2.0 build 1807 <small>(3&nbsp;February 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-02-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/FAR_Manager&action=edit &#91;±&#93;]</small><br>
1.75 build 2634 <small>(3&nbsp;February 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-02-03</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/FAR_Manager&action=edit &#91;±&#93;]</small>"
{{convert|345|miles|abbr=on}},345&nbsp;mi (555&nbsp;km)
{{Free|[[Free software]] ([[GPL]] v2)}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Free software]] ([[GPL]] v2)"
{{r|group=Note|ERC_Proxy_Support}},"<ref name=""ERC_Proxy_Support"" group=""Note""></ref>"
{{release date and age|mf=yes|2006|12|23}},"December&nbsp;23, 2006<span class=""noprint"">&#059;&#032;8 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2006-12-23</span>)</span>"
{{nts|93}},"<span style=""display:none"" class=""sortkey"">7001930000000000000♠</span>93"
{{yes|Wi-Fi}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Wi-Fi"
{{unk|Metrics tool}},"style=""background: #E4E4E4; color: black; vertical-align: middle; text-align: center; "" class=""unknown table-unknown""|Metrics tool"
"{{yes|Yes (<tt>*</tt>, <tt>?</tt>, <tt>[...]</tt>)}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes (<tt>*</tt>, <tt>?</tt>, <tt>[...]</tt>)"
{{free|[[GNU Affero General Public License#Version 3|GNU AGPLv3]] / proprietary license}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[GNU Affero General Public License#Version 3|GNU AGPLv3]] / proprietary license"
{{convert|190|g|oz|abbr=on}},190&nbsp;g (6.7&nbsp;oz)
{{no|Add-on}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|Add-on"
{{ntsh|127}},"<span style=""display:none"" class=""sortkey"">7002127000000000000♠</span>"
{{nowrap|4 Nov 2014}},"<span class=""nowrap"">4 Nov 2014</span>"
{{efn|name=Input-2}},"<ref name=""Input-2"" group=""lower-alpha""></ref>"
{{yes|[[NeoOffice Math]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[NeoOffice Math]]"
{{partial|possible via ETSI EN 300 743}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|possible via ETSI EN 300 743"
{{partial|only on Windows}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|only on Windows"
{{#tag:ref|Trident dropped support for <code>wbr</code> in version 5.0.|group=note}},"<ref group=""note"">Trident dropped support for <code>wbr</code> in version 5.0.</ref>"
"{{efn|All editions are [[shareware]], except Lite edition, which is only shareware in Korea but [[freeware]] elsewhere.}}","<ref group=""lower-alpha"">All editions are [[shareware]], except Lite edition, which is only shareware in Korea but [[freeware]] elsewhere.</ref>"
{{yes|[[Webkit]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Webkit]]"
{{nts|440}},"<span style=""display:none"" class=""sortkey"">7002440000000000000♠</span>440"
{{partial|Client side only}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Client side only"
"{{partial|(S)ATA, SCSI, SAT; Areca, 3ware}}","style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|(S)ATA, SCSI, SAT; Areca, 3ware"
{{free|[[Zope Public License|Zope]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Zope Public License|Zope]]"
{{sort|000.60|0.6}},"<span style=""display:none;"" class=""sortkey"">000.60&#32;!</span><span class=""sorttext"">0.6</span>"
{{sort|025.00|25}},"<span style=""display:none;"" class=""sortkey"">025.00&#32;!</span><span class=""sorttext"">25</span>"
{{flagicon|ZMB}},"<span class=""flagicon"">[[File:Flag of Zambia.svg|23x15px|border |alt=Zambia|link=Zambia]]</span>"
{{flagicon|MLT}},"<span class=""flagicon"">[[File:Flag of Malta.svg|23x15px|border |alt=Malta|link=Malta]]</span>"
{{Latest stable software release/FireFTP}},"2.0.24.1-signed <small>(May&nbsp;18, 2015<span class=""noprint"">&#059;&#032;24 days ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-05-18</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/FireFTP&action=edit &#91;±&#93;]</small>"
{{dubious|Net drive|date=May 2014}},"<sup class=""noprint Inline-Template "" style=""white-space:nowrap;"">&#91;<i>[[Wikipedia:Disputed statement|<span title=""The material near this tag is possibly inaccurate or nonfactual. (May 2014)"">dubious</span>]]&#32;<span class=""metadata""> &ndash; [[#Net drive|discuss]]</span></i>&#93;</sup>"
{{lang|gd|gun}},"<span lang=""gd""  >gun</span>"
{{cpp|1=int x = 888;}},"<source lang=""cpp"" enclose=""none"">int x = 888;</source>"
{{r|group=Note|EUDORAPGP}},"<ref name=""EUDORAPGP"" group=""Note""></ref>"
{{Latest stable software release/Deluge}},"1.3.11 <small>(November&nbsp;30, 2014<span class=""noprint"">&#059;&#032;6 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-11-30</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Deluge&action=edit &#91;±&#93;]</small>"
{{Start date and age|2011|03|03}},"March&nbsp;3, 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-03-03</span>)</span>"
{{yes|Vertical swipe}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Vertical swipe"
"{{nts|8,722}}","<span style=""display:none"" class=""sortkey"">7003872200000000000♠</span>8,722"
{{flagicon|USA}},"<span class=""flagicon"">[[File:Flag of the United States.svg|23x15px|border |alt=United States|link=United States]]</span>"
{{table-experimental|6.0}},"style=""background: #DFDFFF; color: black; vertical-align: middle; text-align: center; "" class=""experimental table-experimental""|6.0"
{{Yes|3}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|3"
{{yes|various [http://www.mendeley.com/import/]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|various [http://www.mendeley.com/import/]"
"{{yes|[[Common Development and Distribution License|CDDL]], [[GPL]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Common Development and Distribution License|CDDL]], [[GPL]]"
{{nts|2.4}},"<span style=""display:none"" class=""sortkey"">7000240000000000000♠</span>2.4"
{{flagicon|CAN}},"<span class=""flagicon"">[[File:Flag of Canada.svg|23x15px|border |alt=Canada|link=Canada]]</span>"
{{small|480x324}},"<small style=""font-size:85%;"">480x324</small>"
{{Free|Open source ([[GNU General Public License|GPL]])}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|Open source ([[GNU General Public License|GPL]])"
{{partial|Free with a link  or commercial}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Free with a link  or commercial"
{{free|[[MIT License|MIT/X Consortium]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[MIT License|MIT/X Consortium]]"
{{flagicon|UGA}},"<span class=""flagicon"">[[File:Flag of Uganda.svg|23x15px|border |alt=Uganda|link=Uganda]]</span>"
{{Latest stable software release/GNUnet}},"0.10.1 <small>(April&nbsp;8, 2014<span class=""noprint"">&#059;&#032;13 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-04-08</span>)</span><ref>{{cite mailing list |last=Grothoff |first=Christian |title=GNUnet 0.10.0 released |publisher=info-gnunet|date=2013-12-24 |url=http://lists.gnu.org/archive/html/info-gnunet/2013-12/msg00000.html |accessdate=2013-12-25}}</ref>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/GNUnet&action=edit &#91;±&#93;]</small>"
{{IPA|/ɛ/}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">/ɛ/</span>"
"{{flag|Bahamas, The}}","<span class=""flagicon"">[[File:Flag of the Bahamas.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[The Bahamas|Bahamas, The]]"
{{Start date|2002|06}},"June&nbsp;2002<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2002-06</span>)</span>"
{{nowrap|25 Feb 2011}},"<span class=""nowrap"">25 Feb 2011</span>"
{{convert|5.6|oz|g|disp=output number only}},160
{{convert|33|mpgus|L/100 km mpgimp|abbr=on}},33&nbsp;mpg<sub><small>-US</small></sub> (7.1&nbsp;L/100&nbsp;km; 40&nbsp;mpg<sub><small>-imp</small></sub>)
"{{yes|[[Amazon Web Services|AWS]], [[GitHub]], [[Bitbucket]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Amazon Web Services|AWS]], [[GitHub]], [[Bitbucket]]"
"{{depends|Varying support of [[H.264]], [[WebM]] and [[Ogg Theora]] (see [[HTML5 video]])}}","style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|Varying support of [[H.264]], [[WebM]] and [[Ogg Theora]] (see [[HTML5 video]])"
{{Start date|2012|06|11}},"June&nbsp;11,&nbsp;2012<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2012-06-11</span>)</span>"
{{yes|optional: 1:3 ratio or source limits or enforced with chooseable ratio}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|optional: 1:3 ratio or source limits or enforced with chooseable ratio"
{{dts|2010|04|4}},"<span style=""display:none; speak:none"" class=""sortkey"">02010-04-04-0000</span><span style=""white-space:nowrap;"">April 4, 2010</span>"
"{{small|80 (Linux), 120 (XP)}}","<small style=""font-size:85%;"">80 (Linux), 120 (XP)</small>"
{{nts|11385}},"<span style=""display:none"" class=""sortkey"">7004113850000000000♠</span>11,385"
{{flagicon|BTN}},"<span class=""flagicon"">[[File:Flag of Bhutan.svg|23x15px|border |alt=Bhutan|link=Bhutan]]</span>"
{{No|PCIe 2.0 ×16}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|PCIe 2.0 ×16"
"{{nts|2,400,000}}","<span style=""display:none"" class=""sortkey"">7006240000000000000♠</span>2,400,000"
{{IPA|/dz/}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">/dz/</span>"
{{nts|169}},"<span style=""display:none"" class=""sortkey"">7002169000000000000♠</span>169"
{{yes|Yes (since 1992)}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes (since 1992)"
{{Yes|TIFF (multipage)}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|TIFF (multipage)"
{{Start date|1999|02|01}},"February&nbsp;1,&nbsp;1999<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">1999-02-01</span>)</span>"
{{R|group=Note|frej_non_greedy}},"<ref name=""frej_non_greedy"" group=""Note""></ref>"
"{{Yes|[[TTA_(codec)|TTA]], [[FFmpeg]] (decoding only)}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[TTA_(codec)|TTA]], [[FFmpeg]] (decoding only)"
